RecipeDB Ingredient,Sueatable Ingredient,Similarity,CF,Count,CF_Range
ortega cheese sauce,CHEESE SEMIHARD,0.86438453,8.65,2.0,"[8, 10)"
fish fumet,FISH MIXED,0.88926154,4.01,2.0,"[4, 6)"
coccochino,PECORINO,0.89922225,18.85,2.0,"[18, 20)"
pork roast loin,PORK SAUSAGE,0.91196954,17.94,2.0,"[16, 18)"
loin beef,BEEF WITH BONE,0.877255,19.54,2.0,"[18, 20)"
pork roast tri tip,PORK SAUSAGE,0.8902585,17.94,2.0,"[16, 18)"
cheese soup mix,CHEESE SEMIHARD,0.84923095,8.65,2.0,"[8, 10)"
rack louis pork sparerib,PORK HAM,0.8191103,7.93,2.0,"[6, 8)"
jimmy sausage,BACON,0.81824434,4.03,2.0,"[4, 6)"
pork soup,PORK HAM,0.8910548,7.93,2.0,"[6, 8)"
rouladen beef butcher,BEEF WITH BONE,0.8499646,19.54,2.0,"[18, 20)"
kremelta,HAKE,0.8403284,10.12,2.0,"[10, 12)"
pork cocktail frank,PORK HAM,0.85113066,7.93,2.0,"[6, 8)"
garlic gouda cheese,CHEESE SEMIHARD,0.8247789,8.65,2.0,"[8, 10)"
pizza crust marjorum,CHEESE SEMIHARD,0.81471115,8.65,2.0,"[8, 10)"
crystal farm monterey jack cheese,CHEESE SEMIHARD,0.8256364,8.65,2.0,"[8, 10)"
shrimp bouillon,SHRIMP,0.8917246,11.95,2.0,"[10, 12)"
prawn shrimp,SHRIMP,0.9141711,11.95,2.0,"[10, 12)"
imli,EMMENTAL,0.8421855,8.2,2.0,"[8, 10)"
catfish snapper too,CATFISH,0.8738126,8.93,2.0,"[8, 10)"
known,EMMENTAL,0.81579185,8.2,2.0,"[8, 10)"
sangiovese verjuice,PARMIGIANO REGGIANO,0.81133986,14.08,2.0,"[14, 16)"
dulse flake,PORBEAGLE,0.83489,11.44,2.0,"[10, 12)"
aji mirin,HAKE,0.8537164,10.12,2.0,"[10, 12)"
centre pork chop,PORK SAUSAGE,0.89729035,17.94,2.0,"[16, 18)"
beef shoulder sirloin,BEEF WITH BONE,0.88343704,19.54,2.0,"[18, 20)"
cheese leek soup,CHEESE SEMIHARD,0.83020735,8.65,2.0,"[8, 10)"
lite cream,CREAM,0.8705865,5.34,2.0,"[4, 6)"
gourmet beef sausage,BEEF WITH BONE,0.8542532,19.54,2.0,"[18, 20)"
ashgrove wasabi cheese,CHEESE SEMIHARD,0.8559795,8.65,2.0,"[8, 10)"
cream mock,CREAM,0.9033248,5.34,2.0,"[4, 6)"
cherry chocolate bar,ALMOND CHOCOLATE,0.8987407,4.8,2.0,"[4, 6)"
abiu,HAKE,0.83026665,10.12,2.0,"[10, 12)"
cheese feta,CHEESE SEMIHARD,0.90543765,8.65,2.0,"[8, 10)"
pepper beef sausage,PORK SAUSAGE,0.8602812,17.94,2.0,"[16, 18)"
cream preferably,CREAM,0.90593976,5.34,2.0,"[4, 6)"
violet crumble chocolate candy,ALMOND CHOCOLATE,0.8524431,4.8,2.0,"[4, 6)"
grumichama,HAKE,0.84461796,10.12,2.0,"[10, 12)"
cheese tart,CHEESE SEMIHARD,0.9099289,8.65,2.0,"[8, 10)"
