RecipeDB Ingredient,Sueatable Ingredient,Similarity,CF
artisan bread,BREAD WHOLE,0.85876226,0.78
red sauce,WINE RED,0.8743618,1.02
robiola cheese,CHEESE SEMIHARD,0.89350605,8.65
chicken stock pork,CHICKEN WITH BONE,0.85977715,3.25
optional,SOLE,0.8414453,5.4
kraft mayonnaise,MAYONNAISE,0.8924489,2.04
peach fruit,PEACH,0.9259683,0.43
sheep milk cheese,GOAT CHEESE,0.8241867,8.18
pork tenderloin roast,PORK SAUSAGE,0.886849,17.94
turkey neck,TURKEY WITH BONE,0.85428196,2.08
vegetarian beef broth,BEEF BONE FREE,0.81787914,27.72
orange essence,ORANGE,0.93914115,0.35
prosecco sparkling wine,WINE WHITE,0.8400305,0.74
arepa flour,MILLET FLOUR,0.9093077,1.37
almond cookie,ALMOND PASTE,0.9057629,2.98
crayfish tail,SWARDFISH,0.87968826,12.84
coconut biscuit,COCONUT MILK,0.86221504,0.41
muscatel,CAMEMBERT,0.8401099,7.55
rindless streaky bacon,BACON,0.816916,4.03
rice starch,RICE MILK,0.83571506,0.8
yam potato,POTATO,0.88458765,0.25
plain croissant,PLAIN CRACKER,0.81823504,1.24
mocha coffee,COFFEE FILTER,0.84400934,0.6
beef gravy granule,BEEF WITH BONE,0.8484864,19.54
rotisserie chicken meat,CHICKEN WITH BONE,0.86862665,3.25
green relish,GREEN BEAN,0.8609432,0.73
cheese choice,CHEESE SEMIHARD,0.8623401,8.65
peach half juice,PEACH,0.88417137,0.43
high dark chocolate,DARK CHOCOLATE,0.8777993,2.67
irish bacon,BACON,0.826954,4.03
onion gravy mix,TOMATO CHOP,0.82054555,1.41
fideo noodle,OAT,0.8208588,0.7
chocolate buttercream,CHOCOLATE CREAM COOKY,0.91961014,1.69
mint apple jelly,STRAWBERRY JUICE,0.8311363,2.68
tempeh bacon,BACON,0.9331158,4.03
kraft monterey jack cheese,CHEESE SEMIHARD,0.81576777,8.65
vanilla protein powder,HAZELNUT CREAM,0.8156459,2.71
kraft english cheese,CHEESE SEMIHARD,0.8357612,8.65
kangaroo meat,KANGAROO MEAT,1.0000002,4.1
sausage choice,PORK SAUSAGE,0.84010696,17.94
beef stock granule,BEEF WITH BONE,0.85316586,19.54
peach yogurt,YOGURT FLAVOUR,0.8664054,2.81
stone wheat flour,WHOLE WHEAT FLOUR,0.8819809,0.38
tomato seasoning,TOMATO PUREE,0.947706,1.17
lamb sirloin,LAMB WITH BONE,0.83849865,18.01
strawberry jam raspberry,CRANBERRY JUICE,0.90356976,2.88
za'atar,CAMEMBERT,0.82157665,7.55
tia maria coffee liqueur,COFFEE FILTER,0.877676,0.6
corn tostada shell,CORN CAN,0.85941726,1.36
marinara pasta sauce,PASTA,0.8139761,1.24
masa,HAKE,0.850157,10.12
passionfruit syrup,CRANBERRY JUICE,0.8170299,2.88
head radicchio,PISTACHIO,0.8295218,1.6
chipolata sausage,PORK SAUSAGE,0.83823377,17.94
peppered bacon,BACON,0.9227235,4.03
veal escalopes,CELERY,0.826491,0.32
cream syrup,CREAM,0.912744,5.34
pork blade steak,PORK WITH BONE,0.874345,3.5
chocolate chip milk,MILK CHOCOLATE,0.9493892,3.6
au jus gravy,OAT,0.81772983,0.7
yabbies,HAKE,0.82715183,10.12
malibu coconut liqueur,COCONUT MILK,0.8114859,0.41
fruit punch,MANGO JUICE,0.83066857,2.96
lamb blade chop,LAMB WITH BONE,0.8548646,18.01
margarine butter,BUTTER,0.8352919,9.9
blueberry wine,BLUEBERRY,0.91665035,0.64
egg bun,EGG PASTA,0.9006331,3.19
ball mozzarella cheese,CHEESE SEMIHARD,0.8532978,8.65
cherry tomato half,TOMATO PEEL,0.85102975,1.28
gluten bread mix,BREAD MULTICEREAL,0.8302644,0.7
peppermint tea,CRANBERRY JUICE,0.81014663,2.88
sugar ice cream cone,ICE CREAM,0.89520735,1.02
cornflakes cereal crumb,CORNFLAKES CEREAL,0.97699046,2.64
white chocolate pudding pie filling mix,CHOCOLATE CREAM COOKY,0.83937615,1.69
wheat bread white,WHOLE WHEAT FLOUR,0.86874664,0.38
young coconut,COCONUT,0.836293,1.78
sardine fillet,SARDINE,0.9045748,0.9
challah egg bread,EGG PASTA,0.8594011,3.19
goya cumin,CARROB,0.84499747,1.1
vanilla coffee creamer,COFFEE POWDER,0.84067285,0.33
beef frankfurter,BEEF WITH BONE,0.87959206,19.54
chicken cube,CHICKEN WITH BONE,0.85876065,3.25
asiago parmesan cheese,CHEESE SEMIHARD,0.8763648,8.65
carp,CARP,0.99999976,1.8
kangaroo mincemeat,KANGAROO MEAT,0.8435643,4.1
tomato relish,TOMATO PUREE,0.93942463,1.17
lemon filling,LEMON,0.9169732,0.22
wheat self rising flour,WHOLE WHEAT FLOUR,0.9171592,0.38
cranberry apple juice,CRANBERRY JUICE,0.91828537,2.88
apricot juice,APRICOT,0.93918777,0.36
cream may,CREAM,0.9239115,5.34
kamut flour,MILLET FLOUR,0.93147707,1.37
grain cereal,WHEAT,0.81870085,0.67
sauvignon blanc wine white,WINE WHITE,0.83159935,0.74
portuguese chourico sausage,PORK SAUSAGE,0.82166094,17.94
chourico sausage,PORK SAUSAGE,0.84357774,17.94
orange cake mix,COCOA CAKE,0.82181054,1.97
rosarita bean,BEAN,0.85057986,0.67
cavatelli pasta,PASTA,0.86566323,1.24
raspberry leaf,RASPBERRY,0.9153708,0.63
fillet mahi,WHITING,0.83791506,2.66
wax pepper,PEPPER,0.81692165,0.58
raspberry balsamic vinegar,CRANBERRY JUICE,0.8252057,2.88
pork herb sausage,PORK SAUSAGE,0.9431069,17.94
loaf brioche bread,BREAD WHOLE,0.85684884,0.78
jam cream,HAZELNUT CREAM,0.8733474,2.71
soymilk lite,SOY MEAL,0.8400823,0.62
goya flour tortilla,SORGHUM FLOUR,0.83249694,1.33
amaranth flour,SORGHUM FLOUR,0.899916,1.33
flat,SOLE,0.89143634,5.4
cranberry jam,CRANBERRY JUICE,0.9458221,2.88
fruit yogurt,YOGURT FLAVOUR,0.9563801,2.81
anejo cheese,CHEESE SEMIHARD,0.86273205,8.65
raspberry puree,RASPBERRY,0.94294834,0.63
toast bread,BREAD WHOLE,0.88682634,0.78
beef silverside,BEEF WITH BONE,0.89723396,19.54
peach sorbet,PEACH,0.93953145,0.43
monkfish fillet,SWARDFISH,0.8151436,12.84
no bean chili,PESTO WITHOUT GARLIC,0.845894,2.72
fideo pasta,PASTA,0.9298353,1.24
rice pudding,RICE MILK,0.83865416,0.8
citrus peel lemon,PEAR JUICE,0.8146306,0.49
rotel tomato cilantro,TOMATO ARRABBIATA,0.86390364,1.26
wensleydale cheese,CHEESE,0.8370323,11.87
bread cracker crumb,WHOLEGRAIN CRACKER,0.82146513,0.99
pasta choice,PASTA,0.9185549,1.24
kraft milk cheddar cheese,CHEESE SEMIHARD,0.8397174,8.65
fruit apple,APPLE JUICE,0.9175173,2.84
toffee bit,POMELO,0.8196137,0.51
pear nectar,PEAR JUICE,0.91707975,0.49
lemon orange peel,ORANGE JUICE,0.87144256,0.62
chocolate flavor nesquik powder,HAZELNUT CHOCOLATE,0.8872222,3.43
pork tenderloin crosswise,PORK SAUSAGE,0.85319453,17.94
fruit sauce,PEAR JUICE,0.81460136,0.49
skin salmon fillet,SALMON,0.81594443,3.8
capacola sausage,PORK SAUSAGE,0.8229101,17.94
honey syrup,ALMOND MILK,0.82722473,0.42
pastry cream,ICE CREAM,0.84835404,1.02
bean kidney,BEAN,0.8497148,0.67
bulk spicy pork sausage,PORK SAUSAGE,0.8985053,17.94
burghul,CAMEMBERT,0.84622693,7.55
fish stock clam juice,HAKE FISH STICK,0.8169475,2.14
bleu cheese,CHEESE SEMIHARD,0.87656176,8.65
pork tenderloin each,PORK SAUSAGE,0.881747,17.94
green salad leaf,GREEN BEAN,0.8742657,0.73
meat turkey,TURKEY WITH BONE,0.901499,2.08
queso asadero,GRANA PADANO,0.83418095,14.27
pasta water,PASTA,0.9403469,1.24
beef stew seasoning,BEEF WITH BONE,0.83124125,19.54
raspberry sorbet,RASPBERRY,0.9306346,0.63
tomato sauce herb,TOMATO PUREE,0.9210646,1.17
flake coconut,COCONUT,0.8976568,1.78
tomato italian herb,TOMATO ARRABBIATA,0.8263148,1.26
cherry cola,CHERRY,0.8105389,0.49
skor toffee,POMELO,0.8279725,0.51
olive kalamata,OLIVE,0.9023795,0.59
beef each,BEEF WITH BONE,0.88970006,19.54
apricot syrup,APRICOT,0.9195682,0.36
kraft mozzarella,MOZZARELLA,0.81552035,8.48
shark steak,SHARK,0.8342999,10.09
zest lime,LIME,0.8984142,0.22
applejack,APPLE,0.8779224,0.31
string cheese,CHEESE,0.8397839,11.87
tomato rice soup,TOMATO CHOP,0.8522205,1.41
hazelnut butter,HAZELNUT PASTE,0.95605445,1.69
bread yeast,BREAD MULTICEREAL,0.87919813,0.7
sorghum,SORGHUM,0.9999999,0.88
progresso plain bread crumb,BREAD PLAIN,0.9058941,0.97
shrimp lengthwise,SHRIMP,0.89380896,11.95
center pork loin roast,PORK SAUSAGE,0.8769988,17.94
kraft tomato salad dressing,TOMATO PUREE,0.8322835,1.17
green pigeon pea,GREEN BEAN,0.8799814,0.73
vegan chocolate chip,HAZELNUT CHOCOLATE,0.8301557,3.43
extra cheddar cheese,CHEESE SEMIHARD,0.8503766,8.65
jumbo egg yolk,EGG PASTA,0.83491147,3.19
cream substitute,CREAM,0.93778455,5.34
almond macadamia nut,ALMOND PASTE,0.8862454,2.98
kokum,HAKE,0.8359407,10.12
hazelnut extract,HAZELNUT,0.9292972,1.07
tomato cilantro,TOMATO ARRABBIATA,0.9009291,1.26
beef stock veal,BEEF WITH BONE,0.8552519,19.54
cheese food velveeta,CHEESE SEMIHARD,0.90292597,8.65
pork heart,PORK NECK,0.96714985,4.03
chavrie goat cheese,GOAT CHEESE,0.936054,8.18
beef brain,BEEF WITH BONE,0.89767325,19.54
butternut,BUTTER,0.85387266,9.9
beef bacon,BEEF WITH BONE,0.87037957,19.54
white corn flour,WHOLE WHEAT FLOUR,0.8552231,0.38
orange sauce,ORANGE JUICE,0.8329887,0.62
grain spelt flour,MILLET FLOUR,0.90112054,1.37
green manzanilla olive,GREEN BEAN,0.8268778,0.73
sugar water,BEET SUGAR,0.85770833,0.89
vegetable flake,VEGETABLE,0.8878517,0.69
corn meal,CORN CAN,0.91766393,1.36
pork shoulder steak,PORK WITH BONE,0.8853014,3.5
tomatillo green tomato,TOMATO PEEL,0.83729374,1.28
red pepper lengthwise,RED CHILLI,0.83947295,0.8
up vegetable,VEGETABLE,0.9020737,0.69
veal loin,LENTIL,0.8263497,1.03
tomato juice cocktail,TOMATO PUREE,0.8150568,1.17
margarine spread,MARGARINE,0.9193546,1.43
blackberry syrup,BLACKBERRY,0.83316386,0.42
butter extract,BUTTER,0.9010193,9.9
chicken drumettes,CHICKEN WITH BONE,0.81490946,3.25
beef eye roast,BEEF WITH BONE,0.8487801,19.54
ginger brew,GINGER,0.89821696,0.88
chachere seasoning,CELERY,0.81332064,0.32
chocolate bit,CHOCOLATE,0.97710645,6.6
coconut cream pudding mix,HAZELNUT CREAM,0.86262757,2.71
korean rib beef chuck flanken,BEEF WITH BONE,0.8192594,19.54
chard,HAKE,0.8585852,10.12
gluten bread,BREAD MULTICEREAL,0.8292459,0.7
pork spare rib,PORK HAM,0.91903245,7.93
loquat,HAKE,0.8794848,10.12
roast lamb,PORK SAUSAGE,0.8315581,17.94
beef roast seasoning,BEEF WITH BONE,0.83141387,19.54
wild salmon,SALMON,0.8176508,3.8
lamb shoulder chop,LAMB WITH BONE,0.8531969,18.01
italian sausage beef,PORK SAUSAGE,0.8341239,17.94
garlic grapeseed oil,GARLIC,0.81558406,0.67
apple jack,APPLE,0.93957436,0.31
lamb breast,LAMB WITH BONE,0.8457592,18.01
breadcrumb bread crumb,BREAD WHOLE,0.8444058,0.78
chapati flour,MILLET FLOUR,0.9101899,1.37
buffalo sauce,BUFFALO MILK,0.8401886,3.75
vegetable corn green bean,GREEN BEAN,0.8536159,0.73
superfine castor sugar,BEET SUGAR,0.8437468,0.89
pumpkin seed pepitas,PUMPKIN,0.8420563,0.38
turkey fillet,TURKEY WITH BONE,0.866725,2.08
chicken apple sausage,CHICKEN WITH BONE,0.82816046,3.25
veggie crumbles beef,BEEF WITH BONE,0.8668108,19.54
breadcrumb wheat,WHOLE WHEAT FLOUR,0.88123393,0.38
turkey sausage link,PORK SAUSAGE,0.83127534,17.94
red pepper green,RED CHILLI,0.8191351,0.8
wheat wrap,WHEAT,0.9438703,0.67
gulf shrimp,SHRIMP,0.8201996,11.95
japanese turnip,TURNIP,0.84404814,0.35
lemon concentrate,LEMON,0.9541999,0.22
pork vegetable oil,PORK SAUSAGE,0.85400945,17.94
soybean sprout,SOYBEAN,0.9332636,0.6
bulk chorizo sausage,PORK SAUSAGE,0.85198766,17.94
pimenton,QUINOA,0.87469304,0.96
cucumber juice,CUCUMBER,0.8983468,0.32
durian,QUORN,0.90392864,2.5
vanilla almond milk,ALMOND MILK,0.88508415,0.42
lingonberry sauce,CRANBERRY JUICE,0.90066826,2.88
apricot preserve peach,PEACH,0.83228856,0.43
vanilla flavor pudding pie filling,CHOCOLATE CREAM COOKY,0.8466518,1.69
strawberry cream liqueur,STRAWBERRY JUICE,0.8782022,2.68
home beef gravy,BEEF WITH BONE,0.81918806,19.54
salmon roe,SALMON,0.94209653,3.8
frito,PORBEAGLE,0.8149831,11.44
beef tri tip,BEEF WITH BONE,0.8566493,19.54
fillet rockfish,ROCK FISH,0.9145453,6.94
hellmanns mayonnaise,MAYONNAISE,0.929491,2.04
spear asparagus,ASPARAGUS,0.8437186,0.97
white chocolate curl,CHOCOLATE CREAM COOKY,0.82882905,1.69
crabapple,LOBSTER,0.8155361,19.3
dulse,QUORN,0.898834,2.5
tomato wedge,TOMATO,0.9505247,0.48
self rising cornmeal mix,BUCKWHEAT FLOUR,0.8280119,1.96
sage pork sausage,PORK SAUSAGE,0.9374206,17.94
pimiento green olive,GREEN BEAN,0.8535881,0.73
chicken patty,CHICKEN WITH BONE,0.8889549,3.25
pear syrup,PEAR JUICE,0.95026416,0.49
gherkin pickle,CELERY,0.81146806,0.32
pork rib chop,PORK WITH BONE,0.8975365,3.5
cantal cheese,CHEESE SEMIHARD,0.88579404,8.65
panko,HAKE,0.82960737,10.12
beet green,GREEN BEAN,0.85513186,0.73
grape jam jelly,CRANBERRY JUICE,0.8591924,2.88
cooking liquid,COOKY,0.83490527,1.5
green seasoning,GREEN BEAN,0.8730773,0.73
pineapple rum,PINEAPPLE JUICE,0.90648043,2.78
salt herring fillet,COD FISH STICK,0.83179986,2.14
breadcrumb cracker crumb,WHOLEGRAIN CRACKER,0.8222238,0.99
velveeta pepper jack cheese,CHEESE SEMIHARD,0.83284074,8.65
milk raisin,YOGURT FLAVOUR,0.81675136,2.81
oka cheese,CHEESE,0.90697753,11.87
chicken stock veal,CHICKEN WITH BONE,0.8612652,3.25
wheat sandwich bread,WHOLE WHEAT FLOUR,0.8134982,0.38
rosamarina pasta,PASTA,0.86701214,1.24
parkay margarine,MARGARINE,0.8933004,1.43
turkey breast chicken,CHICKEN WITH BONE,0.8568054,3.25
part cottage cheese,CHEESE SEMIHARD,0.81000906,8.65
vanilla sponge cake,CHOCOLATE CREAM COOKY,0.8178408,1.69
pequin pepper,PEPPER,0.86271816,0.58
kraft reg ; parmesan cheese,CHEESE SEMIHARD,0.8668928,8.65
cheddar cheese sauce,CHEESE SEMIHARD,0.86675686,8.65
honeysuckle white,STRAWBERRY,0.81665015,0.68
red chicory,RED CHILLI,0.8667488,0.8
limburger cheese,CHEESE,0.839041,11.87
standing beef rib roast,BEEF WITH BONE,0.8251097,19.54
almond brickle chip,ALMOND PASTE,0.84986246,2.98
beef arm roast,BEEF WITH BONE,0.8468247,19.54
averna amaro,GRANA PADANO,0.8338866,14.27
chipotle cheddar cheese,CHEESE SEMIHARD,0.8487457,8.65
wheat sandwich wrap,WHOLE WHEAT FLOUR,0.83135086,0.38
pork veal,PORK HAM,0.92796546,7.93
yardlong bean,BEAN,0.8690363,0.67
goat cheese cream,GOAT CHEESE,0.8819147,8.18
red pear,WINE RED,0.8186176,1.02
nonpareil,SOLE,0.8459778,5.4
bread french,BREAD WHOLE,0.8375143,0.78
lettuce head,LETTUCE,0.9643276,0.4
pork blood,PORK NECK,0.8807403,4.03
camp coffee,COFFEE FILTER,0.82022077,0.6
multi grain flour,WHOLE WHEAT FLOUR,0.858191,0.38
key lime yogurt,YOGURT FLAVOUR,0.941692,2.81
sweetbread,SWEET POTATO,0.8447811,0.35
sugar jelly,BEET SUGAR,0.8363701,0.89
liquid coffee creamer,COFFEE POWDER,0.90013814,0.33
coconut shelf stable,COCONUT,0.8737694,1.78
mushroom portobello,MUSHROOM,0.8558247,1.78
chicken beef,CHICKEN WITH BONE,0.88358396,3.25
bacon joint,BACON,0.9437599,4.03
el,EMMENTAL,0.8581975,8.2
yeast machine,YEAST COMPRESS,0.9439501,0.82
libby pumpkin,PUMPKIN,0.8562875,0.38
requeson cheese,CHEESE,0.88495326,11.87
breadcrumb make,BREAD MULTICEREAL,0.8818816,0.7
request tomato soup,TOMATO PUREE,0.86761343,1.17
mini pepper,PEPPER,0.8677976,0.58
lamb gravy,LAMB WITH BONE,0.8503469,18.01
extra cream,CREAM,0.8830841,5.34
chicken stock bouillon,CHICKEN WITH BONE,0.8483305,3.25
apricot liqueur,APRICOT,0.849841,0.36
bean liquid,BEAN,0.88702095,0.67
blueberry preserve,BLUEBERRY,0.9279511,0.64
four cheese,CHEESE,0.82798606,11.87
corn muffin,CORNFLAKES CEREAL,0.90900034,2.64
pork sausage dean,PORK SAUSAGE,0.95891875,17.94
goya,QUINOA,0.8621107,0.96
fine graham cracker crumb,FLAVOR CRACKER,0.84513056,1.01
contadina tomato sauce,TOMATO ARRABBIATA,0.88375044,1.26
watermelon wedge,WATERMELON,0.95398164,0.52
comino,PECORINO,0.89097095,18.85
potato variety,POTATO,0.903606,0.25
toll house baking cocoa,COCOA CAKE,0.82440025,1.97
vegetable oil rack,VEGETABLE,0.81085026,0.69
almond milk rice,ALMOND MILK,0.92092097,0.42
meat chicken breast shrimp,CHICKEN WITH BONE,0.8959001,3.25
carrot curl,CARROT CAN,0.9199437,1.6
potato puree,POTATO,0.8593785,0.25
rennet,CAMEMBERT,0.8229424,7.55
yellow corn grit,CORN CAN,0.82683104,1.36
lemon drink mix,LEMON,0.8485662,0.22
apricot filling,APRICOT,0.96478784,0.36
egg yolk save,EGG PASTA,0.8427191,3.19
jalapeno cheddar cheese dip,CHEESE SEMIHARD,0.8153422,8.65
campbell beef consomme,BEEF WITH BONE,0.8537506,19.54
chicken bouillon mix,CHICKEN WITH BONE,0.8230816,3.25
perdue chicken breast,CHICKEN WITH BONE,0.8852865,3.25
gimmie sausage flavor,PORK SAUSAGE,0.83363533,17.94
savory beef gravy,BEEF WITH BONE,0.8265087,19.54
lobster shell,LOBSTER,0.91024476,19.3
apricot preserve jam,APRICOT,0.82666314,0.36
kraft macaroni cheese mix,CHEESE SEMIHARD,0.8487067,8.65
shrimp stock chicken,CHICKEN WITH BONE,0.854818,3.25
scampi,STRACCHINO,0.8537202,4.92
shrimp shell,SHRIMP,0.95321864,11.95
nut coconut,COCONUT,0.8419756,1.78
non buttermilk,PLAIN CRACKER,0.8290665,1.24
cooking spray olive oil,OLIVE OIL,0.8206576,3.84
beef chuck meat,BEEF WITH BONE,0.9001672,19.54
sugar jam,BEET SUGAR,0.85669756,0.89
strawberry flavor danish dessert mix,STRAWBERRY JUICE,0.83690596,2.68
nacho cheese chip,CHEESE SEMIHARD,0.8768179,8.65
pineapple tidbit juice,PINEAPPLE JUICE,0.9415586,2.78
chicken breast veal,CHICKEN WITH BONE,0.8757688,3.25
rice syrup,RICE MILK,0.8998569,0.8
almond meal flour,ALMOND PASTE,0.89111835,2.98
au gratin potato,POTATO,0.8410876,0.25
flour tortilla mix,SORGHUM FLOUR,0.8499706,1.33
anise water,WATER,0.86251354,0.49
tomato chili sauce,TOMATO CHOP,0.8249316,1.41
heinz beef gravy,BEEF WITH BONE,0.8132719,19.54
vegetable oil sunflower,SUNFLOWER SEED,0.8833196,1.16
cheese cracker,CHEESE SEMIHARD,0.89068854,8.65
pepper red,RED CHILLI,0.86226285,0.8
beef chuck shoulder steak,BEEF WITH BONE,0.8869072,19.54
vegetable stock beef,BEEF WITH BONE,0.83563054,19.54
beef tip gravy,BEEF WITH BONE,0.89354455,19.54
saltine cracker breadcrumb,WHOLEGRAIN CRACKER,0.8184154,0.99
tbsp olive oil,OLIVE OIL,0.95181274,3.84
gyoza,GHERKIN,0.81829137,0.23
green giant create vegetable,GREEN BEAN,0.81088746,0.73
surimi,HAKE,0.8606118,10.12
rack pork back rib,PORK SAUSAGE,0.88042223,17.94
width egg noodle,EGG PASTA,0.8710809,3.19
sofrito seasoning,CELERY,0.8122033,0.32
avocado relish,AVOCADO,0.90778506,0.54
alouette spreadable cheese herb,CHEESE SEMIHARD,0.8274317,8.65
cracker breadcrumb,WHOLEGRAIN CRACKER,0.83648336,0.99
campbell chicken broth,CHICKEN WITH BONE,0.837108,3.25
mexican chocolate cocoa powder,HAZELNUT CHOCOLATE,0.8318325,3.43
chicken stock ok,CHICKEN WITH BONE,0.82590187,3.25
canola margarine,MARGARINE,0.95402515,1.43
pork chop tenderloin,PORK SAUSAGE,0.8814386,17.94
malanga,TANGERIN,0.84493005,0.38
chicken broth beef,CHICKEN WITH BONE,0.8516996,3.25
romano pasta sauce,PASTA,0.8357194,1.24
fruit pie,APPLE JUICE,0.8230442,2.84
beef cheek,BEEF WITH BONE,0.8936255,19.54
okara,EMMENTAL,0.8157345,8.2
meatloaf mix beef pork veal,PORK SAUSAGE,0.8115445,17.94
meatloaf mixture beef,BEEF WITH BONE,0.87645936,19.54
chicken pate,CHICKEN WITH BONE,0.8727678,3.25
oil sunflower,SUNFLOWER OIL,0.9619218,0.99
pineapple orange banana juice,PINEAPPLE JUICE,0.841151,2.78
peanut oil extra,PEANUT OIL,0.9101832,2.9
almond macaroon,ALMOND PASTE,0.83771276,2.98
red serrano chilie,RED CHILLI,0.82045233,0.8
almond toast,ALMOND MILK,0.88938475,0.42
white grape juice concentrate apple,APPLE JUICE,0.8110069,2.84
vegetable onion,VEGETABLE,0.84944737,0.69
raspberry preserve jam,CRANBERRY JUICE,0.86334914,2.88
individual sponge cake,CAKE,0.8255582,2.23
clementine zest,CLEMENTINE,0.89980596,0.42
plaice fillet,PLAICE,0.8928691,6.13
vegetable stock water,VEGETABLE,0.8406355,0.69
wheat ziti,DURUM WHEAT,0.9158988,0.48
vegetable green onion,GREEN BEAN,0.84984964,0.73
ghirardelli chocolate chip,HAZELNUT CHOCOLATE,0.89122045,3.43
soy sausage,SOY BURGER,0.9141917,1.48
egg custard,EGG PASTA,0.9085729,3.19
green snap pea,GREEN BEAN,0.8904185,0.73
asian peanut oil,PEANUT OIL,0.836878,2.9
raspberry flavoring,CRANBERRY JUICE,0.91803956,2.88
pig stomach,PORK NECK,0.81604594,4.03
artificial vanilla flavoring,VANILLA,0.8169172,4.3
butter powder,BUTTER,0.88479966,9.9
oat cereal,CORNFLAKES CEREAL,0.86164594,2.64
venison meat,PORK WITH BONE,0.8111776,3.5
finnan haddie,HADDOCK,0.81862277,3.25
grain english muffin,SORGHUM FLOUR,0.84844273,1.33
rack pork baby back rib,PORK WITH BONE,0.8276821,3.5
mccormick beef stew seasoning,BEEF WITH BONE,0.8210224,19.54
chocolate mexican,HAZELNUT CHOCOLATE,0.84609807,3.43
pork turkey,PORK HAM,0.8703032,7.93
finnan haddock,HADDOCK,0.90300786,3.25
cento italian tomato,TOMATO ARRABBIATA,0.81654906,1.26
pepper hot,PEPPER,0.8522153,0.58
rice crumb,RICE,0.8518184,2.54
pork stock chicken,CHICKEN WITH BONE,0.8506348,3.25
red serrano pepper,RED CHILLI,0.8132913,0.8
edamame bean,BEAN,0.88250786,0.67
veal sausage,PORK SAUSAGE,0.85048985,17.94
guava shell syrup,GUAVA,0.8545325,0.28
mccormick beef seasoning,BEEF WITH BONE,0.83474165,19.54
pb peanut butter,PEANUT BUTTER,0.9487016,1.15
orange extract lemon,ORANGE JUICE,0.869436,0.62
cheese danish,CHEESE SEMIHARD,0.8558152,8.65
dairy cream,ICE CREAM,0.8308474,1.02
bread out,BREAD WHOLE,0.8962106,0.78
sirloin pork chop,PORK SAUSAGE,0.9062041,17.94
ro tel tomato onion,TOMATO CHOP,0.88405013,1.41
soy cream cheese,SOY CREAM,0.91283953,1.62
citrus zest orange,ORANGE JUICE,0.85623527,0.62
chocolate cocoa,HAZELNUT CHOCOLATE,0.9355892,3.43
apricot pineapple preserve,PINEAPPLE,0.8789888,0.34
peach baby food,PEACH,0.8673134,0.43
orange juice lemon lime,ORANGE JUICE,0.83854914,0.62
baby corn crosswise,CORN CAN,0.84180903,1.36
rye toast,RYE,0.82045585,0.41
lobster head,LOBSTER,0.95523775,19.3
perfect egg pasta,EGG PASTA,0.8185727,3.19
aji bell pepper,PEPPER,0.82713777,0.58
banana orange juice concentrate,ORANGE JUICE,0.8353932,0.62
onion yellow,ONION,0.92371505,0.24
gaeta olive,OLIVE,0.94597936,0.59
rutland cheese,CHEESE,0.84809977,11.87
espresso granule,ESPRESSO,0.9530253,0.55
beef shoulder chuck roast,PORK SAUSAGE,0.8279857,17.94
pasta shape,PASTA,0.9408997,1.24
granary bread,BREAD WHOLE,0.8900641,0.78
lawrys garlic salt,GARLIC,0.8750571,0.67
coconut yogurt,YOGURT FLAVOUR,0.8947097,2.81
passata tomato,TOMATO PEEL,0.93696916,1.28
banana extract,BANANA,0.89953804,0.38
beef rib eye,BEEF WITH BONE,0.9174416,19.54
almond below,ALMOND,0.9170106,1.9
perciatelli,PARMIGIANO REGGIANO,0.88353884,14.08
jello vanilla pudding mix,CHOCOLATE CREAM COOKY,0.8546848,1.69
basic wheat french crepe,WHEAT PLAIN FLOUR,0.8109329,0.61
sandwich sauce,BACON,0.8235221,4.03
fennell seed,HADDOCK,0.8154184,3.25
dipping chocolate,CHOCOLATE,0.8766544,6.6
corn cake,CORNFLAKES CEREAL,0.86018324,2.64
choice beef stew,BEEF WITH BONE,0.8113359,19.54
cream greek yogurt,YOGURT WHITE,0.8969381,2.1
fruit cocktail syrup,CRANBERRY JUICE,0.8166975,2.88
macadamia nut syrup,CASHEW NUT,0.8472783,1.56
raspberry yogurt,YOGURT FLAVOUR,0.94409263,2.81
gluten chicken stock,CHICKEN WITH BONE,0.8503951,3.25
banana bread,BANANA,0.870396,0.38
custard cream,HAZELNUT CREAM,0.85626614,2.71
tofu pocket,TOFU,0.8440392,2.33
beaufort cheese,CHEESE,0.8642832,11.87
strawberry ice cream topping,STRAWBERRY JUICE,0.89097023,2.68
myoga,EMMENTAL,0.8401345,8.2
kiwi juice,KIWI JUICE,0.99999994,2.84
egg bread white,EGG PASTA,0.81809956,3.19
sugar vanilla syrup,HAZELNUT CREAM,0.8174782,2.71
cepes,HAKE,0.87154794,10.12
wine champagne,WINE WHITE,0.8151626,0.74
brioche bread egg,EGG PASTA,0.8582966,3.19
pre,QUORN,0.827335,2.5
peach preserve apricot,PEACH,0.82691544,0.43
bonito fish,SPINACH,0.82884943,0.48
maitake mushroom,MUSHROOM,0.8632831,1.78
pineapple sauce,PINEAPPLE JUICE,0.93588126,2.78
